vendor,wf_sharpe,naive_sharpe,selection_cost,config_switches,modal_config,modal_config_frac,n_folds,wf_sharpe_per_fold,seed,true_ic,kind,rank
vendor_10,-0.7156070973356395,-0.40771096747362423,0.3078961298620153,3,smooth5_top50,0.375,8,-0.105;-0.491;-0.082;-0.719;-0.228;-2.999;0.779;-2.515,11,0.0,fake,12
vendor_00,1.7670714111946724,2.1750476202769162,0.40797620908224386,6,smooth1_all,0.5,8,1.025;1.337;1.464;3.330;5.866;-0.156;2.024;1.124,12,0.05,REAL,1
vendor_01,1.7239178498078385,2.1339841267347217,0.41006627692688324,3,smooth1_all,0.5,8,0.652;1.554;1.108;3.856;4.969;-0.310;2.474;0.838,12,0.04,REAL,2
vendor_02,1.2337785179400302,1.4338770995644012,0.200098581624371,4,smooth1_top25,0.25,8,-0.098;-0.124;2.444;2.132;4.560;-0.475;1.253;0.721,12,0.03,REAL,3
vendor_08,1.0100764315250501,1.3053089095843204,0.29523247805927033,3,smooth20_top50,0.5,8,1.574;0.633;3.112;1.042;-1.261;2.495;0.757;-0.359,12,0.0,fake,4
vendor_07,0.621849682439856,0.7672234093827738,0.14537372694291772,4,smooth1_all,0.5,8,1.030;-0.827;2.523;0.433;-0.619;2.851;-0.196;-0.238,12,0.0,fake,5
vendor_04,0.5455878532006245,0.6073517550611778,0.06176390186055325,3,smooth1_top25,0.625,8,1.979;-0.509;1.039;1.907;0.098;-2.756;2.037;1.031,12,0.01,REAL,6
vendor_10,0.4136047266885164,0.9694066835452394,0.555801956856723,3,smooth1_all,0.5,8,1.846;0.355;-0.277;0.070;-0.385;0.536;1.628;0.713,12,0.0,fake,7
vendor_03,0.41041999741426066,1.1336157353771124,0.7231957379628517,5,smooth5_top25,0.25,8,-0.511;-0.354;1.304;3.683;0.949;-2.335;0.989;0.276,12,0.025,REAL,8
vendor_09,0.2108583561351894,0.14161893017191685,-0.06923942596327257,3,smooth5_top25,0.5,8,-2.112;-0.530;0.029;1.750;1.559;1.537;0.425;-2.435,12,0.0,fake,9
vendor_11,0.12683534110593625,0.6185707407915606,0.49173539968562435,3,smooth1_top25,0.5,8,-0.183;-1.532;3.979;1.888;-1.948;-0.629;0.545;-1.728,12,0.0,fake,10
vendor_05,-0.09122412013879339,-0.18938936628923064,-0.09816524615043726,4,smooth5_all,0.5,8,-1.414;-0.321;1.990;0.221;0.840;0.261;-1.933;-1.195,12,0.0,fake,11
vendor_06,-0.5403546844257076,0.07665480756681452,0.6170094919925221,2,smooth1_top50,0.625,8,-0.941;-1.348;0.090;-2.154;-0.194;-0.577;-1.101;2.063,12,0.0,fake,12
vendor_03,1.708011914136843,1.7334326426554112,0.025420728518568136,1,smooth1_top25,0.625,8,0.526;0.240;3.380;4.154;1.273;2.038;2.054;-0.338,13,0.025,REAL,1
vendor_00,1.5791313222326977,1.7622864895920352,0.18315516735933746,2,smooth1_top25,0.625,8,0.670;0.276;3.374;4.092;1.413;1.845;2.159;-0.126,13,0.05,REAL,2
vendor_01,1.5791313222326977,1.7622864895920352,0.18315516735933746,2,smooth1_top25,0.625,8,0.670;0.276;3.374;4.092;1.413;1.845;2.159;-0.126,13,0.04,REAL,3
vendor_02,1.5791313222326977,1.7622864895920352,0.18315516735933746,2,smooth1_top25,0.625,8,0.670;0.276;3.374;4.092;1.413;1.845;2.159;-0.126,13,0.03,REAL,4
vendor_04,0.8498809737249511,0.8941537102955134,0.0442727365705623,5,smooth20_top25,0.375,8,-0.061;-0.441;2.217;3.424;0.947;1.077;0.014;-0.538,13,0.01,REAL,5
vendor_06,0.7186201761717405,0.9060843265023591,0.1874641503306187,4,smooth20_top25,0.5,8,3.272;1.340;1.063;-0.793;1.052;0.274;-0.046;-0.147,13,0.0,fake,6
vendor_08,0.6749120110556253,0.7895447743386476,0.1146327632830223,3,smooth1_top50,0.5,8,1.003;1.134;-0.662;0.799;1.864;-2.151;2.022;1.156,13,0.0,fake,7
vendor_11,0.5133062581391403,0.72903424980855,0.2157279916694097,4,smooth20_top25,0.5,8,-0.874;4.148;1.304;0.033;0.378;-0.362;0.043;-1.037,13,0.0,fake,8
vendor_10,0.33507585764918935,0.5709259147779229,0.23585005712873353,4,smooth1_top25,0.5,8,-0.682;-0.382;0.491;2.276;-2.538;2.687;-1.179;1.931,13,0.0,fake,9
vendor_09,0.229390230444164,0.5072099764419546,0.27781974599779063,3,smooth5_top25,0.375,8,-0.662;0.715;0.184;-0.903;3.416;0.079;-0.754;-0.418,13,0.0,fake,10
vendor_05,-0.16220856420866717,-0.052233904306471526,0.10997465990219564,5,smooth20_top50,0.375,8,-0.761;-0.899;0.650;-1.756;1.708;-1.383;0.127;0.733,13,0.0,fake,11
vendor_07,-0.6306078071851009,-0.4153414838315256,0.21526632335357532,6,smooth5_top50,0.25,8,0.257;-0.905;-0.026;-0.250;-0.368;-2.591;0.652;-1.608,13,0.0,fake,12
vendor_00,1.297938149663268,1.3872530758271253,0.08931492616385728,5,smooth1_top25,0.5,8,2.066;0.542;1.580;-2.505;0.853;3.760;0.971;1.342,14,0.05,REAL,1
vendor_01,1.2979381496632678,1.3872530758271253,0.0893149261638575,5,smooth1_top25,0.5,8,2.066;0.542;1.580;-2.505;0.853;3.760;0.971;1.342,14,0.04,REAL,2
vendor_02,0.6995100013342144,1.1178366560530055,0.41832665471879116,6,smooth5_top25,0.25,8,1.726;1.057;1.009;-3.169;-0.098;4.223;-0.314;0.641,14,0.03,REAL,3
vendor_04,0.6167854530554742,0.9257340268612927,0.3089485738058185,5,smooth20_top50,0.5,8,1.862;0.242;-1.274;-0.859;0.408;1.646;1.036;1.624,14,0.01,REAL,4
vendor_10,0.43960496545255784,0.8253631194565242,0.38575815400396635,3,smooth1_all,0.375,8,0.311;1.577;1.718;1.538;-1.828;-0.291;1.266;-0.139,14,0.0,fake,5
vendor_03,0.33136352816875386,1.0995464657684098,0.7681829375996558,6,smooth1_all,0.25,8,2.108;-0.949;1.324;-1.092;-0.127;1.898;-1.315;2.171,14,0.025,REAL,6
vendor_09,0.16645235512801004,0.6167648124640205,0.45031245733601044,3,smooth1_top25,0.625,8,-1.655;-0.528;1.774;-0.602;0.597;1.054;0.898;-0.359,14,0.0,fake,7
vendor_08,-0.06507417282531847,0.30076800242264556,0.36584217524796403,3,smooth20_top25,0.5,8,0.894;-0.121;-1.598;2.579;-0.271;-2.127;0.461;0.731,14,0.0,fake,8
vendor_11,-0.1770759324126459,0.3760879983713903,0.5531639307840361,7,smooth20_top50,0.25,8,0.810;-2.161;1.278;0.272;-0.980;-0.111;-0.033;0.645,14,0.0,fake,9
vendor_05,-0.30149288295348053,0.07276830839679935,0.3742611913502799,5,smooth1_top25,0.375,8,-1.264;-0.343;1.897;-0.176;1.729;-3.744;-2.059;2.058,14,0.0,fake,10
vendor_07,-0.37134304149646163,-0.02532147351140778,0.34602156798505385,5,smooth20_top25,0.25,8,-0.938;-1.353;-0.286;-3.834;1.706;0.641;0.494;-0.468,14,0.0,fake,11
vendor_06,-0.44688658406362053,0.41877529259225293,0.8656618766558735,4,smooth20_all,0.375,8,-0.091;-0.114;-2.266;-2.219;1.414;0.882;-0.213;-0.752,14,0.0,fake,12
vendor_04,1.3458944249372378,1.6134894326329856,0.26759500769574784,6,smooth1_all,0.375,8,1.373;2.558;2.402;1.404;-0.338;2.708;2.105;-1.088,15,0.01,REAL,1
vendor_00,1.3372231034329551,1.6463512002259855,0.3091280967930303,3,smooth5_top25,0.375,8,2.949;0.664;2.773;1.228;-0.246;1.361;0.298;1.775,15,0.05,REAL,2
vendor_01,1.3372231034329551,1.6463512002259855,0.3091280967930303,3,smooth5_top25,0.375,8,2.949;0.664;2.773;1.228;-0.246;1.361;0.298;1.775,15,0.04,REAL,3
vendor_03,1.0742383860116085,1.2369756533554852,0.16273726734387672,5,smooth5_top25,0.25,8,1.975;-0.848;1.471;0.732;-0.992;0.302;3.259;1.636,15,0.025,REAL,4
vendor_02,0.8852955877139141,1.2857129151996582,0.4004173274857441,5,smooth1_all,0.5,8,2.122;-0.127;1.852;0.927;-0.907;2.426;-0.303;1.819,15,0.03,REAL,5
vendor_06,0.8365967479240696,0.5882516657287117,-0.2483450821953579,3,smooth20_top25,0.625,8,-0.448;1.822;1.544;-0.277;0.182;1.375;1.505;0.561,15,0.0,fake,6
vendor_11,0.3872159012661449,0.13578157468814037,-0.2514343265780046,3,smooth20_all,0.375,8,0.505;0.656;-0.678;1.508;-2.706;0.844;1.368;1.574,15,0.0,fake,7
vendor_05,-0.04306245352396348,0.2357959966407607,0.27885845016472416,5,smooth5_all,0.375,8,0.263;-0.374;-0.227;2.123;0.680;-1.233;-1.713;1.161,15,0.0,fake,8
vendor_08,-0.18242676089405893,-0.3020305375956901,-0.11960377670163116,6,smooth5_top25,0.25,8,-0.687;-0.383;1.084;-1.582;-2.357;-0.313;0.314;1.944,15,0.0,fake,9
vendor_07,-0.2957110013173536,-0.31030711111310205,-0.014596109795748435,7,smooth5_top50,0.25,8,-1.640;-0.495;0.596;-1.770;1.514;-1.840;1.511;-1.701,15,0.0,fake,10
vendor_09,-0.32220131999060164,0.27584988606707445,0.5980512060576761,5,smooth5_top25,0.25,8,2.397;0.293;-0.121;-0.151;1.970;-2.169;-1.388;-3.374,15,0.0,fake,11
vendor_10,-0.6334469384775406,-0.14384063506848974,0.48960630340905087,6,smooth20_top50,0.25,8,-1.029;-1.635;1.660;-2.116;0.005;-0.910;0.033;-0.463,15,0.0,fake,12
vendor_01,1.3389053314124466,1.404951314864655,0.06604598345220847,5,smooth20_top25,0.25,8,1.377;1.371;2.480;1.203;2.324;0.533;0.457;1.296,16,0.04,REAL,1
vendor_00,1.3389053314124464,1.404951314864655,0.06604598345220869,5,smooth20_top25,0.25,8,1.377;1.371;2.480;1.203;2.324;0.533;0.457;1.296,16,0.05,REAL,2
vendor_02,1.3389053314124464,1.404951314864655,0.06604598345220869,5,smooth20_top25,0.25,8,1.377;1.371;2.480;1.203;2.324;0.533;0.457;1.296,16,0.03,REAL,3
vendor_03,1.1894098124659707,1.2874410065963682,0.09803119413039751,5,smooth20_top25,0.25,8,1.056;0.945;1.483;1.575;1.752;0.478;0.552;1.740,16,0.025,REAL,4
vendor_11,0.6256407329824256,0.4424205234367725,-0.1832202095456531,5,smooth20_top25,0.375,8,1.215;0.718;0.303;0.243;-0.888;-0.332;0.435;3.300,16,0.0,fake,5
vendor_04,0.46035904210901823,0.5234577461614444,0.06309870405242612,5,smooth1_all,0.25,8,0.286;-0.142;2.012;0.478;0.778;1.833;-2.892;0.484,16,0.01,REAL,6
vendor_08,0.362102644420286,0.6773256256386658,0.3152229812183798,5,smooth1_top25,0.375,8,-1.423;0.616;3.542;0.013;0.311;-0.345;1.093;0.212,16,0.0,fake,7
vendor_06,0.0053443813985309336,0.4249609172044773,0.4196165358059464,4,smooth1_top50,0.375,8,-1.601;-1.929;1.030;1.513;0.274;-1.364;2.014;-0.537,16,0.0,fake,8
vendor_05,-0.2079530542429354,-0.18106293039219326,0.02689012385074213,4,smooth5_top25,0.5,8,-0.393;-0.448;1.530;-0.030;0.201;-2.169;0.248;-0.650,16,0.0,fake,9
vendor_10,-0.3716426758263586,0.20385125042532326,0.5754939262516818,5,smooth20_top25,0.375,8,0.080;-1.545;-1.339;1.101;-0.807;-0.384;1.217;-1.017,16,0.0,fake,10
vendor_09,-0.6908988474981351,-0.1872410756080898,0.5036577718900453,5,smooth1_all,0.375,8,1.877;0.526;-3.976;-1.179;-0.476;-1.427;0.094;-0.233,16,0.0,fake,11
vendor_07,-0.8613410651151848,-0.6157915450707334,0.2455495200444514,4,smooth5_top50,0.5,8,-1.983;0.336;0.671;-1.759;0.048;-1.216;-1.560;-1.247,16,0.0,fake,12
vendor_00,1.4477112008746225,1.6024655686596099,0.1547543677849874,4,smooth1_top25,0.25,8,-1.807;-1.057;4.657;4.002;1.596;1.191;2.146;1.322,17,0.05,REAL,1
vendor_01,1.4477112008746225,1.6024655686596097,0.1547543677849872,4,smooth1_top25,0.25,8,-1.807;-1.057;4.657;4.002;1.596;1.191;2.146;1.322,17,0.04,REAL,2
vendor_02,1.4477112008746225,1.60246556865961,0.15475436778498763,4,smooth1_top25,0.25,8,-1.807;-1.057;4.657;4.002;1.596;1.191;2.146;1.322,17,0.03,REAL,3
vendor_03,0.8661968404559922,1.3483554263617656,0.48215858590577343,5,smooth1_top50,0.375,8,-1.931;-1.538;3.906;2.569;0.713;0.521;1.254;1.325,17,0.025,REAL,4
vendor_08,0.5229486678863152,0.6952397729391558,0.17229110505284062,2,smooth1_top25,0.5,8,3.169;3.252;-0.645;-1.792;3.318;0.006;-0.672;-1.972,17,0.0,fake,5
vendor_04,0.3213971890942162,0.37638079195533664,0.05498360286112042,5,smooth5_top50,0.375,8,-0.560;-1.547;1.034;1.440;1.265;-0.995;1.182;0.198,17,0.01,REAL,6
vendor_06,0.13899454332489028,0.10304472919700848,-0.0359498141278818,2,smooth1_all,0.5,8,0.913;0.352;0.716;-0.588;-1.618;-0.365;-1.100;2.404,17,0.0,fake,7
vendor_09,0.1161745005836918,0.16029957373023032,0.04412507314653852,7,smooth1_top25,0.375,8,-0.097;-1.298;-1.259;-0.046;-0.650;1.911;1.095;1.228,17,0.0,fake,8
vendor_11,0.056484908252383614,0.2972088912999013,0.2407239830475177,4,smooth1_top25,0.5,8,-0.831;0.672;1.786;0.052;1.519;-1.381;-1.116;-0.505,17,0.0,fake,9
vendor_10,-0.20671678008262717,-0.26296975037740017,-0.056252970294773,4,smooth1_top25,0.25,8,1.061;0.106;-0.817;0.277;0.066;0.456;-2.696;-0.055,17,0.0,fake,10
vendor_05,-0.24776576065801323,0.046774230005235534,0.29453999066324876,3,smooth5_all,0.5,8,-0.016;0.393;-0.693;1.411;0.201;0.188;-0.443;-2.612,17,0.0,fake,11
vendor_07,-0.3569575691935017,-0.1736661779154346,0.1832913912780671,4,smooth1_top25,0.375,8,1.669;-0.853;-0.852;-0.289;0.321;-1.104;-0.820;-0.987,17,0.0,fake,12
vendor_00,1.4512518069110183,1.7724493039848483,0.32119749707383005,4,smooth1_top25,0.5,8,3.353;2.790;-0.548;0.540;1.541;3.435;0.488;-1.279,18,0.05,REAL,1
vendor_01,1.4512518069110183,1.7724493039848483,0.32119749707383005,4,smooth1_top25,0.5,8,3.353;2.790;-0.548;0.540;1.541;3.435;0.488;-1.279,18,0.04,REAL,2
vendor_02,1.4027947296678471,1.7720043455518526,0.36920961588400547,4,smooth1_top25,0.5,8,3.220;2.792;-0.765;0.499;1.343;3.630;0.514;-1.299,18,0.03,REAL,3
vendor_03,1.3022140409369711,1.836195509213578,0.5339814682766069,4,smooth1_top25,0.375,8,3.083;3.059;1.169;0.902;0.027;2.671;-0.048;-0.352,18,0.025,REAL,4
vendor_06,0.4841416046216712,0.4124927099640898,-0.0716488946575814,5,smooth1_top50,0.5,8,-1.008;1.987;-1.485;0.130;1.287;1.200;-0.652;1.379,18,0.0,fake,5
vendor_11,0.13838783847356134,0.28886399735884977,0.15047615888528842,5,smooth1_top25,0.25,8,1.173;0.958;0.188;-0.032;-1.659;-0.755;1.820;-1.039,18,0.0,fake,6
vendor_05,0.08775004371784101,0.4161842752269788,0.3284342315091378,4,smooth20_top25,0.25,8,-2.970;0.276;0.395;0.225;0.328;1.005;1.018;-0.065,18,0.0,fake,7
vendor_04,0.03554825827392639,0.6985650064772561,0.6630167482033297,5,smooth1_top25,0.25,8,-1.071;-0.895;0.589;0.786;-2.354;0.826;-0.106;2.277,18,0.01,REAL,8
vendor_09,-0.14633715345637432,0.10958529224951917,0.2559224457058935,6,smooth1_top25,0.25,8,-0.914;-0.880;-1.487;0.510;-1.780;2.723;-0.865;1.509,18,0.0,fake,9
vendor_08,-0.4420232920020886,-0.2782955834203587,0.1637277085817299,3,smooth20_top50,0.625,8,-0.297;-0.476;-2.262;0.616;-2.334;0.121;0.072;0.569,18,0.0,fake,10
vendor_07,-0.6587521350592502,0.4592066079844204,1.1179587430436706,7,smooth1_top25,0.25,8,-1.331;0.081;-1.851;-1.690;0.771;-1.338;-1.615;0.953,18,0.0,fake,11
vendor_10,-0.7940820280525066,-0.07710833966002434,0.7169736883924822,5,smooth5_top25,0.5,8,-2.821;-0.020;-1.568;0.295;-2.416;0.733;-0.434;-0.777,18,0.0,fake,12
vendor_02,1.9983803928448973,2.2910035375813425,0.29262314473644513,4,smooth20_top25,0.375,8,2.461;2.425;0.651;2.033;3.342;3.038;-0.536;2.881,19,0.03,REAL,1
vendor_00,1.711346046318646,2.388026712432063,0.676680666113417,7,smooth5_all,0.375,8,2.804;0.816;2.485;3.320;2.175;1.369;-0.588;2.630,19,0.05,REAL,2
vendor_01,1.3831021275250022,1.7290446357367044,0.34594250821170225,4,smooth20_top25,0.375,8,1.228;0.198;2.168;2.219;1.976;1.435;-0.176;2.181,19,0.04,REAL,3
vendor_03,1.3232225903957595,1.3271282457155282,0.0039056553197687194,1,smooth20_top25,0.875,8,2.592;0.472;1.882;3.520;0.561;0.641;0.546;0.433,19,0.025,REAL,4
vendor_07,1.260815750651288,1.225911452294904,-0.03490429835638409,3,smooth1_top25,0.5,8,0.109;1.778;1.209;0.098;0.947;0.413;1.208;3.719,19,0.0,fake,5
vendor_10,0.46242570035305025,0.31748440344752477,-0.14494129690552549,3,smooth5_all,0.375,8,2.033;-0.852;-0.829;0.143;2.133;1.251;-1.400;0.730,19,0.0,fake,6
vendor_08,0.23254216305710748,0.3098088999057362,0.0772667368486287,3,smooth5_top50,0.75,8,0.341;-0.773;-1.301;0.602;0.587;0.900;2.572;-1.079,19,0.0,fake,7
vendor_06,0.1815065186154884,0.7133867119014031,0.5318801932859147,4,smooth20_top25,0.5,8,1.292;2.199;-0.668;-1.618;-0.827;0.265;0.048;0.968,19,0.0,fake,8
vendor_11,0.17609851886369624,0.14752402068560916,-0.028574498178087077,5,smooth1_top25,0.25,8,1.788;-0.858;-0.705;-1.194;1.101;1.863;-1.506;1.406,19,0.0,fake,9
vendor_04,-0.01665750729335512,0.5263968846116831,0.5430543919050382,6,smooth5_top25,0.5,8,0.565;-0.880;-0.975;0.181;1.099;0.833;-1.595;0.687,19,0.01,REAL,10
vendor_09,-0.6239173313454124,0.18136944258945592,0.8052867739348684,6,smooth20_top50,0.375,8,0.617;0.841;-3.166;-2.459;-0.250;0.790;-1.907;0.751,19,0.0,fake,11
vendor_05,-1.0037678829498873,0.05711265354300015,1.0608805364928875,4,smooth1_all,0.375,8,0.059;0.173;0.632;-2.264;-3.038;1.037;-2.945;-1.152,19,0.0,fake,12
vendor_00,1.8712381206193964,2.0897759294431606,0.21853780882376417,5,smooth1_all,0.375,8,0.390;2.365;3.137;2.116;2.778;0.700;2.572;1.924,20,0.05,REAL,1
vendor_01,1.6821331569596663,1.8569565667500596,0.17482340979039335,4,smooth5_top25,0.375,8,0.236;2.037;2.563;1.479;2.548;0.168;2.188;1.982,20,0.04,REAL,2
vendor_03,1.4072975156020504,1.7794122581694654,0.37211474256741495,5,smooth5_all,0.5,8,0.198;1.062;3.090;1.129;2.097;0.011;3.112;0.994,20,0.025,REAL,3
vendor_02,1.0099914549555862,1.371300857601882,0.36130940264629574,5,smooth5_top50,0.375,8,-0.090;1.582;3.855;1.162;1.218;-1.058;0.352;0.743,20,0.03,REAL,4
vendor_09,0.9580112907683783,0.6506245590344267,-0.3073867317339516,3,smooth1_top25,0.625,8,-1.578;-0.741;2.060;2.740;-0.570;3.351;0.871;0.966,20,0.0,fake,5
vendor_10,0.4925263446786177,0.646227081634085,0.15370073695546732,4,smooth1_all,0.375,8,-1.876;-0.847;0.793;0.855;2.270;1.867;0.419;1.486,20,0.0,fake,6
vendor_04,0.10602731929211578,0.6228923832071139,0.5168650639149981,3,smooth20_top50,0.375,8,0.462;0.308;2.845;-2.405;-0.394;0.085;-0.334;0.311,20,0.01,REAL,7
vendor_07,0.03589506432450635,0.47530640640201693,0.4394113420775106,3,smooth1_top50,0.625,8,-0.714;0.573;-0.770;-2.263;0.824;0.972;1.668;1.293,20,0.0,fake,8
vendor_05,-0.21830823412688274,0.5556745080747931,0.7739827422016758,5,smooth1_top25,0.375,8,-2.455;0.014;-1.500;0.917;-1.463;1.201;0.707;0.672,20,0.0,fake,9
vendor_06,-0.25304460575074234,0.27833947107576307,0.5313840768265055,6,smooth5_top50,0.375,8,-3.490;1.767;1.229;0.727;-0.200;-1.904;-0.226;-0.027,20,0.0,fake,10
vendor_11,-0.4349219356748586,-0.2058748022225704,0.2290471334522882,5,smooth20_top25,0.25,8,-0.575;0.848;1.053;-0.584;-0.165;-1.410;-1.665;-1.025,20,0.0,fake,11
vendor_08,-0.9757790483065553,-0.8939196380258112,0.08185941028074406,5,smooth5_top50,0.375,8,-0.982;-0.733;-1.256;-1.595;-2.002;1.032;-1.906;-0.774,20,0.0,fake,12
vendor_03,2.019399429750051,2.2131628857604286,0.1937634560103776,3,smooth5_all,0.375,8,1.151;2.687;1.673;1.401;4.244;1.350;1.705;2.461,21,0.025,REAL,1
vendor_02,1.7633088368572254,1.835835570974422,0.07252673411719668,4,smooth5_top25,0.375,8,0.484;2.918;2.357;0.374;1.930;1.482;2.806;2.062,21,0.03,REAL,2
vendor_01,1.7078973206650583,1.8141336949975393,0.10623637433248101,3,smooth1_top50,0.375,8,0.501;2.850;2.489;0.494;1.566;1.265;2.569;2.253,21,0.04,REAL,3
vendor_00,1.707897320665058,1.8141336949975393,0.10623637433248123,3,smooth1_top50,0.375,8,0.501;2.850;2.489;0.494;1.566;1.265;2.569;2.253,21,0.05,REAL,4
vendor_04,0.7366662776081156,0.857853210152357,0.1211869325442414,2,smooth1_all,0.5,8,-0.630;0.964;2.195;1.067;0.721;0.171;1.230;0.371,21,0.01,REAL,5
vendor_11,0.5117033455069757,0.7215992906452249,0.20989594513824916,4,smooth20_top50,0.375,8,1.276;0.841;-0.349;2.174;-0.108;0.061;1.865;-1.625,21,0.0,fake,6
vendor_07,0.5064963666544012,0.41882905233337675,-0.08766731432102448,3,smooth20_top50,0.375,8,-1.361;1.473;0.723;-0.006;1.166;0.737;1.248;-0.810,21,0.0,fake,7
vendor_10,0.42298864261381786,0.5876090554063377,0.16462041279251982,3,smooth5_top25,0.375,8,-1.015;-0.002;0.681;-0.053;2.065;-0.965;-0.011;2.782,21,0.0,fake,8
vendor_05,0.1715772931957675,0.9086601014035336,0.7370828082077661,5,smooth1_top25,0.375,8,-1.747;1.212;0.423;-0.671;-0.565;2.167;-0.270;0.576,21,0.0,fake,9
vendor_09,0.16552666299699273,0.3698758384933241,0.2043491754963314,4,smooth20_all,0.375,8,0.283;0.397;0.327;-0.895;0.893;0.548;-0.296;-0.291,21,0.0,fake,10
vendor_06,-0.3020767926656916,-0.19337158774675944,0.10870520491893215,3,smooth20_top50,0.625,8,-0.441;-2.177;0.849;-1.306;1.985;-1.536;-1.158;1.689,21,0.0,fake,11
vendor_08,-0.5287576007200421,-0.0444035224949812,0.4843540782250609,6,smooth5_all,0.375,8,-0.478;-0.916;0.656;-1.087;0.576;-0.929;-1.838;0.018,21,0.0,fake,12
vendor_01,1.695469521895049,1.827814248855844,0.1323447269607949,4,smooth1_top50,0.5,8,0.095;2.475;3.240;0.284;0.842;2.849;2.519;1.660,22,0.04,REAL,1
vendor_00,1.5820983767671455,2.3377178449018117,0.7556194681346662,4,smooth1_top25,0.25,8,-0.461;0.848;3.835;0.519;-0.904;3.710;2.596;2.351,22,0.05,REAL,2
vendor_03,1.4183225770265906,1.531263511274706,0.11294093424811535,3,smooth20_top25,0.625,8,0.069;1.005;3.227;0.531;0.894;1.540;2.393;1.998,22,0.025,REAL,3
vendor_02,1.1739149836057077,1.3956510372537798,0.22173605364807214,7,smooth1_all,0.25,8,-2.730;-0.299;3.056;0.701;0.057;3.501;4.234;2.862,22,0.03,REAL,4
vendor_06,0.6321541886318397,0.75405627041949,0.12190208178765027,4,smooth5_top25,0.25,8,0.296;-0.053;-0.583;2.009;1.439;0.870;-0.350;1.701,22,0.0,fake,5
vendor_10,0.4979119478071892,0.505905231120968,0.007993283313778743,2,smooth5_top25,0.625,8,2.772;2.684;-1.769;-0.829;0.058;0.642;1.666;-1.353,22,0.0,fake,6
vendor_09,0.291898741127968,0.687607037870376,0.39570829674240804,5,smooth1_top25,0.25,8,-0.207;-1.494;-0.496;0.181;3.573;-0.912;1.490;0.062,22,0.0,fake,7
vendor_04,0.21345781087586566,0.7053495095444221,0.4918916986685564,4,smooth1_top25,0.5,8,-1.105;-1.657;1.932;-0.159;-0.716;-0.034;1.430;2.850,22,0.01,REAL,8
vendor_05,0.14126364649891318,0.6889239816270039,0.5476603351280906,4,smooth20_all,0.375,8,-0.256;0.845;-0.113;1.359;0.762;-0.524;-1.143;0.373,22,0.0,fake,9
vendor_07,-0.10008462852619002,0.04143064912562075,0.14151527765181077,3,smooth1_top25,0.375,8,-0.254;0.036;1.063;-0.786;-0.269;-1.769;0.731;-0.148,22,0.0,fake,10
vendor_08,-0.856399903496172,0.1685768387138011,1.0249767422099731,4,smooth1_top50,0.5,8,-0.854;-3.430;1.747;-1.307;0.466;-1.320;-0.520;-1.127,22,0.0,fake,11
vendor_11,-1.2206076161196298,-0.3131189959700247,0.9074886201496051,4,smooth5_all,0.375,8,-1.838;1.605;-3.414;-1.170;-1.726;-0.090;-1.704;-1.572,22,0.0,fake,12
vendor_02,1.5038450084379404,2.0031759601481443,0.4993309517102038,5,smooth5_top25,0.25,8,0.767;0.867;1.335;1.395;2.706;2.621;2.899;-0.323,23,0.03,REAL,1
vendor_00,1.2204273552277798,1.7828177413857882,0.5623903861580084,5,smooth1_top50,0.375,8,0.560;-0.414;1.707;0.782;3.011;1.897;2.812;-0.520,23,0.05,REAL,2
vendor_01,1.2204273552277796,1.7828177413857882,0.5623903861580086,5,smooth1_top50,0.375,8,0.560;-0.414;1.707;0.782;3.011;1.897;2.812;-0.520,23,0.04,REAL,3
vendor_10,1.2078968608310707,1.2358275173521742,0.027930656521103492,1,smooth5_top25,0.875,8,1.856;3.400;0.101;0.663;1.873;1.814;-1.538;2.042,23,0.0,fake,4
vendor_03,1.002247002428811,1.050623911251096,0.04837690882228496,3,smooth5_top50,0.5,8,-0.806;-0.271;2.035;0.594;1.962;1.316;3.041;0.135,23,0.025,REAL,5
vendor_06,0.8271007216726879,0.8071183050427259,-0.01998241662996203,4,smooth5_top25,0.375,8,-0.178;0.703;1.185;0.626;0.834;0.758;2.622;0.651,23,0.0,fake,6
vendor_09,0.7699778258852454,0.574659978105155,-0.19531784778009043,4,smooth5_all,0.375,8,1.067;-0.932;3.353;0.252;2.316;-1.840;0.091;-0.262,23,0.0,fake,7
vendor_04,0.46427256155167723,0.5153299187959478,0.051057357244270574,4,smooth20_top25,0.375,8,-1.960;0.205;-0.285;1.500;3.687;0.487;0.723;-0.214,23,0.01,REAL,8
vendor_05,0.045351094207260724,0.270488917088059,0.22513782288079828,5,smooth20_top25,0.25,8,-0.453;-1.481;-0.462;0.858;-0.160;1.425;0.607;-0.160,23,0.0,fake,9
vendor_11,-0.49627860880284635,-0.07245245432715658,0.4238261544756898,4,smooth20_top25,0.25,8,0.047;-0.845;0.028;-1.466;0.836;-2.707;-0.781;0.978,23,0.0,fake,10
vendor_08,-0.5458593520982982,0.5130650641541553,1.0589244162524536,6,smooth5_top25,0.25,8,-2.038;0.145;-3.308;-0.586;1.095;0.391;-0.346;0.143,23,0.0,fake,11
vendor_07,-0.6238107333616267,0.4421669909494465,1.0659777243110733,3,smooth20_top25,0.5,8,2.025;-1.971;-2.179;-1.196;0.763;-0.226;-1.160;-1.185,23,0.0,fake,12
