vendor,rate,turnover,gross_sharpe,net_sharpe,true_ic,kind
vendor_15,0.02,13.632245487185301,0.8123283137455215,0.6852910187532815,0.0,fake
vendor_16,1.0,141.8022417597567,1.6541996526855431,0.34667468955759695,0.0,fake
vendor_16,0.5,88.19778229226931,1.443529640697055,0.7135415851867969,0.0,fake
vendor_16,0.3,62.21053722522325,1.3243736062505365,0.8085426886312798,0.0,fake
vendor_16,0.2,48.11679024664618,1.236107838984307,0.8355056327704269,0.0,fake
vendor_16,0.1,31.950233871930347,1.0791635220710183,0.8076460841519714,0.0,fake
vendor_16,0.05,22.02001512070596,0.9539324154481847,0.7587223997048127,0.0,fake
vendor_16,0.02,13.842671576112886,1.0083704013051138,0.8806472557878541,0.0,fake
vendor_17,1.0,144.26115454173132,-0.25507954252245335,-1.5622563463602337,0.0,fake
vendor_17,0.5,88.93707773867591,-0.2839073804163692,-1.030005438105291,0.0,fake
