seed,inversions,any_inversion,max_fake,min_real,top_is_fake,best_fake_rank,weakest_real_rank,mean_search_gap,max_sharpe
80,0,False,0.7126748387854619,0.7412774965977923,False,6,5,0.19721066484396974,1.7553438013205611
81,5,True,0.7945100648050331,0.2142341065699437,False,5,10,0.1558211812030297,2.485357644297626
82,0,False,0.8640526379893485,1.2606211285821654,False,6,5,0.20246508986272685,2.3848190328066763
83,1,True,0.8700068873173946,0.4730347485107176,False,5,6,0.22785438003552885,1.7668044131649179
84,0,False,0.7647234398323225,0.9545585878663468,False,6,5,0.17611928212494257,1.5816996590774366
85,0,False,0.7964214500424665,0.8727655771289754,False,6,5,0.16877787226969473,1.9070784182329075
86,0,False,0.86059693344503,1.2018149140818457,False,6,5,0.3130542537953533,1.427229642926135
87,0,False,0.5131767973627226,0.9724351437745407,False,6,5,0.11435290463950443,1.3102181772395654
88,1,True,0.47069156805947254,0.3252437682998232,False,5,6,0.317509486454373,2.368387482333042
89,1,True,1.0955915892877797,0.6675573635256351,False,5,6,0.08394680741730236,1.3922489983276713
90,3,True,0.7697761147655005,0.4009829004985065,False,5,8,0.20511518300741993,2.2456147277232317
91,1,True,1.1151285376855424,1.0194528984653592,False,5,6,0.36266316969577056,1.9025979029707119
92,1,True,1.1444555417603426,0.8471605974600046,False,5,6,0.2983384931294841,1.7926997850560875
93,0,False,0.6319922322729389,1.2530741512148804,False,6,5,0.2579087733067224,1.9533227263219073
94,0,False,1.0011713445311894,1.1570896667146955,False,6,5,0.42079538512224296,2.519129089445494
95,1,True,0.5295326092713063,0.40065089996431913,False,5,6,0.2780241776939298,2.097070958923219
96,0,False,0.7292680780785631,0.9788084491012718,False,6,5,0.2544989351974051,2.133361506600763
97,3,True,1.0592797544529746,0.5243454991633423,False,5,8,0.24595772545674524,2.055963251721217
98,1,True,1.0069728741440158,0.7966070737355526,False,5,6,0.3139492136127171,1.8288739199281405
99,1,True,0.5312273216991219,0.512368169185196,False,5,6,0.20181390172863478,1.9101485176243127
100,0,False,0.6555611637596921,1.0246376743461862,False,6,5,0.3870167226638712,1.9782979479682192
101,2,True,1.0833869170247505,0.770928039329347,False,5,7,0.19050681824877316,1.9070572424621548
102,1,True,1.1952323362537076,1.0195040069739387,False,5,6,0.46570690226932304,1.9837602813191078
103,2,True,0.9906715728597358,0.7255635676474116,False,5,7,0.0994005997410734,1.8648621719650085
104,2,True,1.1751771868025542,0.5748341949278872,False,5,7,0.3303689312809497,2.14526213048548
105,2,True,0.89948994212105,0.6505807290642275,False,5,7,0.2593785345881011,1.3795415980948773
