vendor,wf_sharpe,naive_sharpe,selection_cost,config_switches,modal_config,modal_config_frac,n_folds,wf_sharpe_per_fold,seed,true_ic,kind,rank
vendor_06,0.3229433564299481,0.947384475272072,0.6244411188421239,1,smooth1_top25,0.8,5,1.513;0.072;-1.260;1.852;-0.531,16,0.0,fake,5
vendor_10,0.2061258251239197,0.31691593049821704,0.11079010537429734,3,smooth1_top25,0.4,5,0.277;0.209;-0.231;1.292;-0.263,16,0.0,fake,6
vendor_08,0.11415557542584157,0.1658126672613771,0.051657091835535546,2,smooth1_top50,0.8,5,-0.057;0.341;-0.114;1.032;-0.539,16,0.0,fake,7
vendor_04,-0.051635760524089226,0.3645941092195479,0.4162298697436371,1,smooth20_top50,0.8,5,-1.954;1.746;1.833;-2.846;0.689,16,0.01,REAL,8
vendor_11,-0.12263223233195364,0.9888594286016681,1.1114916609336216,1,smooth20_top50,0.8,5,0.705;-0.783;-0.332;-2.883;3.312,16,0.0,fake,9
vendor_09,-0.396333447930764,-0.1586307468944092,0.23770270103635482,1,smooth1_top50,0.8,5,-0.013;-0.476;-1.427;0.193;-0.233,16,0.0,fake,10
vendor_05,-0.5514927120930424,-0.5129079642655596,0.03858474782748278,2,smooth20_all,0.6,5,-0.030;0.195;-2.169;0.248;-0.566,16,0.0,fake,11
vendor_07,-0.8500230146300197,-0.43799600314043025,0.4120270114895895,0,smooth5_top50,1.0,5,-1.759;0.048;-1.216;-1.393;-0.064,16,0.0,fake,12
vendor_03,1.7462941612426792,1.8870163684193781,0.14072220717669892,3,smooth1_top50,0.4,5,4.132;1.242;0.521;1.254;1.325,17,0.025,REAL,1
vendor_01,1.2386079352209223,2.0818027399149672,0.843194804694045,4,smooth5_top50,0.2,5,2.544;1.708;-1.156;2.129;1.322,17,0.04,REAL,2
vendor_02,1.238607935220922,2.0818027399149672,0.8431948046940452,4,smooth5_top50,0.2,5,2.544;1.708;-1.156;2.129;1.322,17,0.03,REAL,3
vendor_00,1.2386079352209218,2.0818027399149672,0.8431948046940454,4,smooth5_top50,0.2,5,2.544;1.708;-1.156;2.129;1.322,17,0.05,REAL,4
vendor_04,0.5403421855703605,0.4644345000555161,-0.07590768551484439,2,smooth20_top50,0.6,5,1.440;1.265;-0.995;1.033;-0.567,17,0.01,REAL,5
vendor_09,0.20112966535077792,0.6716792306207034,0.47054956526992553,3,smooth1_top25,0.4,5,-1.032;-1.501;1.911;1.095;0.309,17,0.0,fake,6
vendor_06,-0.248352709403558,-0.15889760127690736,0.08945510812665064,3,smooth1_top50,0.6,5,-0.588;-1.691;-0.365;-1.100;2.404,17,0.0,fake,7
vendor_07,-0.3228846201945029,0.06886489178233386,0.3917495119768368,1,smooth1_top50,0.6,5,0.004;0.432;-0.534;-0.820;-0.987,17,0.0,fake,8
vendor_05,-0.42751837241791785,0.12927439167781107,0.5567927640957289,3,smooth5_all,0.6,5,1.411;0.095;0.188;-0.406;-3.694,17,0.0,fake,9
vendor_08,-0.6322573272776618,0.18772144889217424,0.819978776169836,1,smooth1_top25,0.6,5,-1.792;1.000;-0.005;-0.672;-2.034,17,0.0,fake,10
vendor_11,-0.6892630050205292,0.1321658768830657,0.8214288819035949,3,smooth1_top25,0.4,5,-1.729;1.519;-1.763;-1.116;-0.505,17,0.0,fake,11
vendor_10,-1.1694247542949312,0.33137080783901396,1.5007955621339453,1,smooth1_top25,0.8,5,-2.082;0.066;0.036;-2.471;-1.659,17,0.0,fake,12
vendor_02,1.668776211447648,1.607399511501658,-0.061376699945990154,2,smooth1_top50,0.6,5,2.695;1.447;3.417;1.390;-0.277,18,0.03,REAL,1
vendor_00,1.6206996220071277,1.609475587434121,-0.011224034573006803,1,smooth1_top25,0.8,5,2.951;1.541;3.435;0.488;-0.319,18,0.05,REAL,2
vendor_01,1.6206996220071277,1.609475587434121,-0.011224034573006803,1,smooth1_top25,0.8,5,2.951;1.541;3.435;0.488;-0.319,18,0.04,REAL,3
vendor_03,0.7884680207196366,1.5723176325273054,0.7838496118076688,2,smooth5_all,0.6,5,0.867;0.027;2.342;2.213;-0.674,18,0.025,REAL,4
vendor_06,0.7401541352095924,0.7708554454294544,0.030701310219862,3,smooth1_top50,0.6,5,0.130;1.287;1.200;-0.521;1.379,18,0.0,fake,5
vendor_09,0.5835759061230092,0.5043439426772426,-0.07923196344576666,1,smooth1_top25,0.6,5,0.510;-1.689;2.723;-0.865;1.494,18,0.0,fake,6
vendor_05,0.5349714700632069,0.6923156385376403,0.15734416847443344,2,smooth5_top50,0.6,5,0.225;-0.765;3.075;0.440;-0.004,18,0.0,fake,7
vendor_08,-0.030068732002001313,0.3254203611239952,0.3554890931259965,1,smooth20_top50,0.8,5,0.616;-2.334;0.052;0.855;0.569,18,0.0,fake,8
vendor_10,-0.19445950675455678,-0.19445950675455678,0.0,0,smooth5_top25,1.0,5,0.295;-2.416;0.733;1.382;-0.533,18,0.0,fake,9
vendor_04,-0.38022340598808585,0.9052820256720606,1.2855054316601464,3,smooth20_all,0.6,5,0.786;-2.354;0.826;-0.176;-1.599,18,0.01,REAL,10
vendor_07,-0.42898422699456573,0.716963684021938,1.1459479110165036,2,smooth1_top50,0.6,5,-1.621;0.771;-0.365;-1.615;0.734,18,0.0,fake,11
vendor_11,-0.4727855868149565,-0.005998291122777399,0.46678729569217914,0,smooth5_all,1.0,5,-0.032;-1.677;-1.503;2.477;-1.793,18,0.0,fake,12
vendor_00,2.333889061510427,2.4052033737654384,0.07131431225501128,0,smooth5_all,1.0,5,3.320;3.311;1.369;1.140;2.547,19,0.05,REAL,1
vendor_02,2.0087783764016716,2.764849406163249,0.7560710297615776,4,smooth20_top50,0.4,5,2.033;3.138;2.246;-0.483;2.917,19,0.03,REAL,2
vendor_07,1.346765339440948,1.3523606404714672,0.005595301030519195,0,smooth1_top25,1.0,5,0.098;1.102;0.502;1.298;3.719,19,0.0,fake,3
vendor_01,1.3298910312042687,2.0492300919105837,0.719339060706315,2,smooth20_top25,0.4,5,2.150;1.976;0.604;-0.176;2.181,19,0.04,REAL,4
vendor_03,1.1036870003770933,1.352176849005265,0.2484898486281717,1,smooth20_top25,0.8,5,3.520;0.561;0.641;0.546;0.433,19,0.025,REAL,5
vendor_08,0.9583537752661443,0.788489289722619,-0.1698644855435253,2,smooth5_top50,0.8,5,1.225;0.587;0.900;3.077;-1.079,19,0.0,fake,6
vendor_10,0.6151895556387836,0.7027625459214637,0.08757299028268006,1,smooth1_top50,0.8,5,0.121;2.300;1.251;-1.400;0.730,19,0.0,fake,7
vendor_04,0.5664333126117694,0.6746524248635546,0.10821911225178515,1,smooth5_top25,0.8,5,-0.099;1.099;2.718;-1.595;0.581,19,0.01,REAL,8
vendor_06,0.19706439346431182,0.2659658002275876,0.06890140676327577,2,smooth20_top50,0.8,5,-1.533;1.186;0.265;0.048;0.968,19,0.0,fake,9
vendor_09,-0.10784373000945574,-0.23141359175293116,-0.12356986174347542,2,smooth20_top50,0.8,5,-0.932;-0.711;0.790;-1.893;2.259,19,0.0,fake,10
vendor_11,-0.2199667961141324,0.6697203641317417,0.8896871602458741,2,smooth5_top25,0.6,5,1.208;-3.431;1.005;-1.463;1.584,19,0.0,fake,11
vendor_05,-1.6517762205720656,-0.08281520914564014,1.5689610114264254,3,smooth20_top25,0.4,5,-2.264;-3.038;1.037;-2.945;-1.396,19,0.0,fake,12
vendor_00,1.835092135861464,2.081628243623004,0.24653610776153978,1,smooth5_all,0.8,5,2.116;2.019;0.332;2.534;2.120,20,0.05,REAL,1
vendor_03,1.6857772145956937,1.8065927868341343,0.12081557223844053,1,smooth5_all,0.8,5,1.129;2.097;0.011;3.112;2.337,20,0.025,REAL,2
vendor_01,1.6309767884694106,1.9310413359426848,0.30006454747327416,1,smooth5_all,0.8,5,1.886;1.930;-0.137;2.450;1.982,20,0.04,REAL,3
vendor_10,0.9623671858655044,1.2208930011074717,0.25852581524196727,1,smooth20_top25,0.8,5,1.904;-0.425;4.187;-1.714;1.486,20,0.0,fake,4
vendor_09,0.912903829987222,0.9687386937933096,0.0558348638060876,1,smooth1_top25,0.8,5,2.767;-0.570;3.351;0.798;-1.163,20,0.0,fake,5
vendor_07,0.8287317465259435,1.1488076791011559,0.3200759325752124,3,smooth1_top50,0.4,5,-0.016;0.949;0.972;1.145;1.330,20,0.0,fake,6
vendor_02,0.6108286416875868,1.181859633015221,0.5710309913276341,2,smooth5_top50,0.8,5,1.162;1.218;-1.267;0.241;1.487,20,0.03,REAL,7
vendor_05,0.024635653199885376,1.3498312985452439,1.3251956453453584,3,smooth1_all,0.6,5,0.813;-1.527;1.201;0.794;-0.010,20,0.0,fake,8
vendor_04,-0.22017459571031384,0.15292118169591556,0.3730957774062294,2,smooth20_top25,0.8,5,-2.405;-0.624;0.085;-0.393;2.199,20,0.01,REAL,9
vendor_06,-0.4105559041786575,0.07237961482336736,0.48293551900202486,1,smooth1_top25,0.6,5,0.727;-0.973;-1.519;-0.226;0.106,20,0.0,fake,10
vendor_11,-1.14521218472056,0.06181202058109515,1.2070242053016553,3,smooth1_top50,0.6,5,-2.113;1.183;-1.534;-2.671;-0.161,20,0.0,fake,11
vendor_08,-1.2313236680798467,-0.6083922106732454,0.6229314574066013,1,smooth5_all,0.8,5,-1.595;-2.059;1.041;-1.651;-1.927,20,0.0,fake,12
vendor_03,1.8817682058687304,2.262768786125922,0.38100058025719163,1,smooth1_all,0.6,5,0.868;3.195;1.350;1.642;2.456,21,0.025,REAL,1
vendor_02,1.7493187251966347,1.6894277809468379,-0.059890944249796796,3,smooth5_top50,0.4,5,0.319;1.930;1.506;2.806;2.022,21,0.03,REAL,2
vendor_01,1.6380399462511595,1.7535722834019687,0.11553233715080924,1,smooth5_top50,0.6,5,0.815;1.632;1.334;2.154;2.253,21,0.04,REAL,3
vendor_00,1.6380399462511595,1.7535722834019687,0.11553233715080924,1,smooth5_top50,0.6,5,0.815;1.632;1.334;2.154;2.253,21,0.05,REAL,4
vendor_04,0.8083403810044195,0.8766422633934808,0.06830188238906132,1,smooth1_all,0.8,5,1.067;0.644;-0.027;0.979;1.193,21,0.01,REAL,5
vendor_05,0.7559096240728841,0.9513825336980901,0.19547290962520603,2,smooth1_top25,0.4,5,-0.671;1.516;2.148;-0.270;0.559,21,0.0,fake,6
vendor_10,0.534145551386972,0.8926721527345265,0.35852660134755454,2,smooth20_top25,0.4,5,0.933;0.562;-1.818;-0.011;2.782,21,0.0,fake,7
vendor_11,0.38681452503779484,0.4839040856534994,0.09708956061570456,2,smooth20_top50,0.8,5,2.174;-0.022;0.061;1.729;-1.708,21,0.0,fake,8
vendor_07,0.38044748289916447,0.48229507631458024,0.10184759341541577,1,smooth20_top50,0.6,5,-0.253;1.081;0.737;1.304;-0.843,21,0.0,fake,9
vendor_06,-0.010596333196639834,0.010357884398957884,0.020954217595597718,2,smooth20_top50,0.4,5,-1.306;1.874;-1.652;-1.158;1.689,21,0.0,fake,10
vendor_09,-0.08913595362306147,0.4614734776719623,0.5506094312950237,3,smooth5_top50,0.6,5,-0.895;1.917;-0.498;-0.962;-0.293,21,0.0,fake,11
vendor_08,-0.3647164310469232,-0.3031822444145961,0.06153418663232707,3,smooth5_top25,0.6,5,-0.277;0.523;-0.929;-1.838;0.174,21,0.0,fake,12
vendor_03,1.6051249068941433,1.6418250770550038,0.03670017016086047,1,smooth20_top25,0.8,5,0.531;1.391;1.540;2.393;1.998,22,0.025,REAL,1
vendor_00,1.5810995820146145,1.8041141845846689,0.22301460257005434,2,smooth1_top25,0.4,5,0.519;-0.703;3.710;2.680;2.351,22,0.05,REAL,2
vendor_01,1.5295593372924583,1.6522887610216568,0.12272942372919848,1,smooth1_top50,0.6,5,0.284;0.842;2.849;2.519;1.660,22,0.04,REAL,3
vendor_02,1.2766760784070306,1.8822093746136213,0.6055332962065907,2,smooth1_top25,0.4,5,-0.737;-0.007;0.463;4.236;2.522,22,0.03,REAL,4
vendor_04,1.1636295082814987,0.7655716103658285,-0.39805789791567014,2,smooth20_top25,0.4,5,1.563;0.033;-0.034;1.430;2.850,22,0.01,REAL,5
vendor_05,0.7165567633313651,0.8029087772759516,0.08635201394458647,2,smooth20_top25,0.6,5,1.540;0.762;-0.262;1.598;0.373,22,0.0,fake,6
vendor_09,0.5671236198118346,1.1024995712158392,0.5353759514040046,2,smooth1_top25,0.6,5,0.051;3.316;-0.912;1.490;-0.679,22,0.0,fake,7
vendor_10,0.1567827215519622,0.1567827215519622,0.0,0,smooth5_top25,1.0,5,-0.782;0.135;0.841;1.666;-1.353,22,0.0,fake,8
vendor_06,-0.06551671927766525,1.2532524402218925,1.3187691594995579,3,smooth1_top25,0.4,5,-0.478;-0.272;-1.743;-0.004;1.856,22,0.0,fake,9
vendor_07,-0.11088133130388748,0.10310049831577066,0.21398182961965814,0,smooth1_top25,1.0,5,-0.505;-0.082;0.479;0.216;-0.690,22,0.0,fake,10
vendor_08,-0.2527178439788246,-0.22987574896861196,0.022842095010212615,2,smooth1_top25,0.6,5,-1.318;0.600;-1.320;-0.617;1.049,22,0.0,fake,11
vendor_11,-0.3603382596556714,-0.2785906010584349,0.08174765859723648,2,smooth5_top25,0.4,5,-1.065;2.066;-0.098;-1.766;-1.515,22,0.0,fake,12
vendor_00,2.3071914274846868,2.3071914274846868,0.0,0,smooth1_top50,1.0,5,1.701;3.287;1.897;2.812;1.841,23,0.05,REAL,1
vendor_01,2.3071914274846868,2.3071914274846868,0.0,0,smooth1_top50,1.0,5,1.701;3.287;1.897;2.812;1.841,23,0.04,REAL,2
vendor_02,2.188569274926314,2.577943050507242,0.3893737755809279,2,smooth1_all,0.4,5,1.362;2.706;2.534;3.077;1.488,23,0.03,REAL,3
vendor_03,1.409807079778732,2.1078738713010505,0.6980667915223184,2,smooth5_top50,0.6,5,0.609;1.962;1.490;1.878;1.276,23,0.025,REAL,4
vendor_10,0.9907274572016039,0.9946205177885514,0.0038930605869474944,0,smooth5_top25,1.0,5,0.663;1.873;1.814;-1.538;2.117,23,0.0,fake,5
vendor_05,0.8906063983874815,0.9837030774044672,0.0930966790169857,3,smooth1_top50,0.4,5,1.449;1.324;1.425;0.452;-0.502,23,0.0,fake,6
vendor_06,0.7743299594331969,1.0377541374652592,0.2634241780320623,1,smooth5_top25,0.8,5,0.626;1.210;1.040;0.345;0.651,23,0.0,fake,7
vendor_04,0.23320693411634388,0.6756434817329937,0.44243654761664986,4,smooth20_top25,0.4,5,-1.697;3.687;-1.054;0.723;-0.289,23,0.01,REAL,8
vendor_08,0.07516935507501696,0.5311818123606581,0.4560124572856411,3,smooth20_top25,0.6,5,-0.506;0.620;0.476;-0.346;0.143,23,0.0,fake,9
vendor_07,-0.051152386371315035,0.09445213118050347,0.1456045175518185,0,smooth1_all,1.0,5,-1.196;0.763;-0.226;-0.312;0.709,23,0.0,fake,10
vendor_09,-0.4715363035394799,0.40993748214263337,0.8814737856821133,1,smooth5_all,0.8,5,-1.557;1.711;-1.840;0.091;-0.262,23,0.0,fake,11
vendor_11,-1.07393671375782,-0.09230703706531251,0.9816296766925074,2,smooth1_top25,0.4,5,-1.735;-0.495;-2.707;-0.856;0.569,23,0.0,fake,12
vendor_00,1.8485685852374847,2.4039989621725306,0.5554303769350459,1,smooth5_top25,0.6,5,2.466;2.603;3.527;0.616;0.194,24,0.05,REAL,1
vendor_01,1.8485685852374847,2.4039989621725306,0.5554303769350459,1,smooth5_top25,0.6,5,2.466;2.603;3.527;0.616;0.194,24,0.04,REAL,2
vendor_03,1.784313733961831,2.1744687983039297,0.3901550643420988,2,smooth5_top25,0.6,5,2.310;1.764;3.877;0.721;0.454,24,0.025,REAL,3
vendor_02,1.4505530141946144,1.9055309837041559,0.4549779695095415,2,smooth1_top25,0.6,5,1.388;2.540;3.029;0.504;-0.590,24,0.03,REAL,4
vendor_11,0.843645776984383,0.843645776984383,0.0,0,smooth1_top50,1.0,5,1.831;2.420;1.626;-1.730;0.171,24,0.0,fake,5
vendor_06,0.4403633705781584,0.6891730293672871,0.2488096587891287,3,smooth5_top25,0.4,5,-1.249;-1.201;2.150;1.329;0.905,24,0.0,fake,6
vendor_04,0.4099685717711378,1.137018495825413,0.7270499240542752,2,smooth5_top25,0.4,5,1.531;0.069;0.818;2.259;-2.709,24,0.01,REAL,7
vendor_07,-0.0734342207465378,0.49034471346616815,0.563778934212706,2,smooth5_top25,0.6,5,1.032;-0.312;-2.367;1.337;0.703,24,0.0,fake,8
vendor_08,-0.16525527135872511,0.23499919153793722,0.40025446289666233,0,smooth1_top25,1.0,5,1.329;1.323;-1.792;-0.821;-0.930,24,0.0,fake,9
vendor_09,-0.2351569746770589,0.59415217064246,0.8293091453195188,3,smooth5_top50,0.6,5,-0.830;1.150;2.476;-3.898;0.301,24,0.0,fake,10
vendor_05,-0.5008273119366089,0.8511583691331924,1.3519856810698014,1,smooth20_all,0.6,5,-2.028;1.263;-2.597;-0.320;1.198,24,0.0,fake,11
vendor_10,-1.1108411741235584,-0.3062437293614203,0.8045974447621381,2,smooth20_top50,0.4,5,-2.350;0.070;-1.406;-0.180;-1.550,24,0.0,fake,12
vendor_00,2.706733997364091,2.716232310572144,0.009498313208053055,2,smooth1_top25,0.6,5,3.650;2.967;2.062;0.987;4.637,25,0.05,REAL,1
vendor_01,2.706733997364091,2.716232310572144,0.009498313208053055,2,smooth1_top25,0.6,5,3.650;2.967;2.062;0.987;4.637,25,0.04,REAL,2
vendor_02,2.522074297808785,2.8648313247830965,0.34275702697431143,2,smooth1_top25,0.6,5,3.348;2.237;2.690;1.895;2.662,25,0.03,REAL,3
vendor_04,1.7317098197446472,1.8812830532880669,0.14957323354341967,4,smooth20_top50,0.6,5,3.578;1.759;0.044;0.616;2.693,25,0.01,REAL,4
vendor_03,1.5322582655295414,1.8764410332954151,0.34418276776587375,2,smooth20_top50,0.4,5,4.118;0.005;-0.806;0.306;5.316,25,0.025,REAL,5
vendor_05,0.9535726454595853,1.4074734354855813,0.45390079002599604,2,smooth20_top25,0.6,5,-1.025;0.981;0.949;2.761;1.055,25,0.0,fake,6
vendor_09,0.8360336808861422,1.140179503217388,0.3041458223312459,4,smooth20_all,0.4,5,2.006;0.288;0.142;0.356;1.204,25,0.0,fake,7
vendor_10,0.7624106271648313,0.85574370431603,0.09333307715119865,2,smooth1_all,0.4,5,0.722;-0.005;1.964;2.238;-1.300,25,0.0,fake,8
vendor_07,-0.11608728222023318,0.004249346323319577,0.12033662854355276,1,smooth20_all,0.8,5,-1.267;0.285;-0.368;0.107;1.297,25,0.0,fake,9
vendor_08,-0.15143662014416956,-0.024083477416334032,0.12735314272783552,2,smooth20_top25,0.4,5,-1.791;-1.564;0.317;0.513;0.528,25,0.0,fake,10
vendor_11,-0.16309329916899434,0.09246170866463681,0.25555500783363116,2,smooth20_all,0.4,5,-3.214;-2.111;2.148;0.638;0.370,25,0.0,fake,11
vendor_06,-0.6569674215526615,0.7749027976786685,1.43187021923133,4,smooth5_top50,0.4,5,-1.024;-2.205;-0.127;0.169;0.122,25,0.0,fake,12
vendor_00,1.83153208094211,1.941409154609254,0.10987707366714394,1,smooth1_top25,0.6,5,1.346;1.983;1.722;4.327;0.195,26,0.05,REAL,1
vendor_06,1.1652187911668532,1.2668778134921521,0.10165902232529889,3,smooth1_top25,0.4,5,1.002;0.287;3.438;0.222;0.671,26,0.0,fake,2
vendor_02,0.9364407467222738,1.3083464383321919,0.37190569160991804,2,smooth1_top25,0.4,5,0.563;0.182;1.462;2.173;0.589,26,0.03,REAL,3
vendor_01,0.9137813918023926,1.2642656764225901,0.35048428462019754,3,smooth5_top50,0.6,5,1.719;1.300;0.296;2.603;-1.291,26,0.04,REAL,4
vendor_03,0.6466661008623604,1.4547849392989787,0.8081188384366182,3,smooth1_all,0.4,5,1.361;-1.475;2.176;-0.186;0.738,26,0.025,REAL,5
vendor_05,0.5089658001550373,0.5089658001550373,0.0,0,smooth20_top25,1.0,5,-0.051;-0.176;0.830;1.752;0.191,26,0.0,fake,6
vendor_09,0.4450478091316166,1.3306218904543428,0.8855740813227262,2,smooth20_top25,0.4,5,1.000;-0.928;-0.792;2.393;0.624,26,0.0,fake,7
vendor_04,0.02983482605645373,0.015961592339586616,-0.013873233716867113,2,smooth5_top50,0.8,5,0.164;2.143;-0.440;0.072;-2.401,26,0.01,REAL,8
vendor_10,-0.18463414108993664,0.7752229233676595,0.9598570644575961,3,smooth5_top25,0.4,5,-2.478;1.420;-0.162;-0.493;1.365,26,0.0,fake,9
vendor_07,-0.6134667505863918,0.2664424764290033,0.8799092270153951,2,smooth1_top25,0.6,5,-1.182;-0.878;-0.599;-1.323;0.639,26,0.0,fake,10
vendor_11,-1.0001958861004256,-0.8632923926957078,0.13690349340471786,2,smooth1_top25,0.4,5,-1.139;-0.630;-1.183;-0.518;-1.451,26,0.0,fake,11
vendor_08,-1.18032936106718,-0.7305150310587942,0.44981433000838567,0,smooth1_top25,1.0,5,-0.380;-2.309;0.816;-3.593;-1.083,26,0.0,fake,12
vendor_00,3.1580939745917758,3.0358974671041996,-0.12219650748757616,1,smooth1_top50,0.6,5,0.816;2.815;4.536;4.620;2.762,27,0.05,REAL,1
vendor_03,2.42091250135779,2.45897752150166,0.03806502014387014,1,smooth5_top50,0.8,5,2.591;1.779;2.992;2.876;1.946,27,0.025,REAL,2
vendor_01,2.387076017701434,2.5481141150479214,0.16103809734648733,4,smooth1_top25,0.4,5,-0.182;3.784;3.951;3.215;1.936,27,0.04,REAL,3
vendor_04,1.2877711266437966,1.2629332645833662,-0.02483786206043037,1,smooth1_top50,0.6,5,0.385;1.264;3.211;0.832;1.013,27,0.01,REAL,4
vendor_02,0.6042493024714484,0.9716936956583592,0.3674443931869108,3,smooth20_all,0.4,5,-0.388;-0.492;1.165;0.975;2.076,27,0.03,REAL,5
vendor_07,0.5597932028147058,1.0815094760747808,0.521716273260075,4,smooth20_top50,0.4,5,2.006;2.095;-1.023;-0.392;0.409,27,0.0,fake,6
vendor_05,0.35239459651591687,0.6843966717560543,0.3320020752401375,2,smooth1_top25,0.6,5,-0.931;-0.802;0.577;3.547;-0.739,27,0.0,fake,7
vendor_11,0.15144646927785155,1.4286186768201068,1.2771722075422551,3,smooth20_top50,0.4,5,-1.582;0.658;0.792;0.119;0.704,27,0.0,fake,8
vendor_09,-0.009928759263272403,-0.09362470948431331,-0.08369595022104091,2,smooth5_top25,0.8,5,0.476;-0.911;-1.371;0.505;1.348,27,0.0,fake,9
vendor_10,-0.310144024867617,-0.310144024867617,0.0,0,smooth1_all,1.0,5,-0.104;-0.122;-2.690;0.559;0.814,27,0.0,fake,10
vendor_08,-0.3380666340297902,-0.19570919266586426,0.14235744136392595,2,smooth20_top25,0.4,5,-1.108;0.194;-0.960;-0.047;0.167,27,0.0,fake,11
vendor_06,-0.7270435852993506,0.29675842281350173,1.0238020081128525,1,smooth20_top25,0.6,5,-0.463;-0.428;-2.136;-1.619;1.249,27,0.0,fake,12
vendor_00,0.8300058855804134,0.8449461144602016,0.014940228879788187,0,smooth1_all,1.0,5,3.020;-1.066;0.690;1.436;0.459,28,0.05,REAL,1
vendor_01,0.8300058855804134,0.8449461144602016,0.014940228879788187,0,smooth1_all,1.0,5,3.020;-1.066;0.690;1.436;0.459,28,0.04,REAL,2
vendor_02,0.8092658092244636,0.8092658092244636,0.0,0,smooth1_all,1.0,5,2.629;-0.876;0.653;0.936;0.903,28,0.03,REAL,3
vendor_03,0.7956504063373809,0.8560724512035104,0.060422044866129454,1,smooth1_top25,0.6,5,2.228;-0.316;0.697;0.248;1.396,28,0.025,REAL,4
vendor_11,0.6849054334731688,0.7562945194272052,0.07138908595403637,1,smooth20_top50,0.6,5,-2.574;2.877;0.532;0.014;2.806,28,0.0,fake,5
vendor_04,0.28538389940244646,0.5588057083058794,0.27342180890343293,4,smooth5_top25,0.4,5,1.177;0.963;0.667;-0.064;-1.199,28,0.01,REAL,6
vendor_09,0.15529531075031147,0.29084618753880875,0.13555087678849728,1,smooth20_top25,0.8,5,0.331;0.266;0.949;-1.628;0.837,28,0.0,fake,7
vendor_07,0.11470366172999359,0.3659500521123103,0.2512463903823167,0,smooth1_all,1.0,5,-2.118;2.301;-0.427;-0.665;1.316,28,0.0,fake,8
vendor_08,-0.012491641299343072,0.3289225790295357,0.34141422032887875,1,smooth20_top25,0.8,5,-1.048;-0.643;-1.273;1.329;1.532,28,0.0,fake,9
vendor_06,-0.3413097962741464,0.12952689958876093,0.47083669586290733,2,smooth5_top25,0.8,5,1.921;-0.162;-2.111;0.313;-1.403,28,0.0,fake,10
vendor_10,-0.7923922504402827,0.4712860415063772,1.2636782919466598,4,smooth5_top25,0.4,5,-1.097;-0.095;-3.077;-0.142;0.294,28,0.0,fake,11
vendor_05,-0.8948295178311116,0.09783291754339475,0.9926624353745064,2,smooth20_top25,0.6,5,1.041;-0.426;-0.260;-0.827;-4.262,28,0.0,fake,12
vendor_02,1.554964521184707,1.3426157462568793,-0.21234877492782767,1,smooth5_all,0.6,5,2.739;1.673;-0.753;2.010;2.240,29,0.03,REAL,1
vendor_00,1.303777733620095,1.5336920315066966,0.22991429788660156,2,smooth5_top25,0.4,5,0.588;1.725;-0.078;1.128;3.082,29,0.05,REAL,2
vendor_03,1.0243361494734582,1.4008784164063082,0.37654226693285,3,smooth20_top50,0.4,5,1.689;-0.120;0.181;1.867;2.326,29,0.025,REAL,3
vendor_01,0.9813147076622436,1.5124986697742095,0.531183962111966,2,smooth1_all,0.4,5,0.502;1.773;-0.621;0.837;2.911,29,0.04,REAL,4
vendor_04,0.6491326256701706,0.8117901562374781,0.16265753056730747,0,smooth1_top25,1.0,5,-1.676;1.700;0.104;0.984;2.302,29,0.01,REAL,5
vendor_08,0.4168566145943345,0.3609373997230717,-0.05591921487126278,3,smooth5_top50,0.4,5,0.511;-0.046;1.250;-1.512;1.793,29,0.0,fake,6
vendor_06,0.3290547945870343,0.5238017691870193,0.19474697459998497,2,smooth20_top50,0.6,5,1.215;-1.128;0.725;1.141;-0.142,29,0.0,fake,7
vendor_05,0.2720236525982132,1.004412290302134,0.7323886377039208,3,smooth1_all,0.4,5,0.400;-0.341;-1.534;0.842;2.771,29,0.0,fake,8
vendor_09,0.05666690756509682,0.26467176908790047,0.20800486152280365,2,smooth1_top50,0.6,5,0.895;-3.219;0.579;1.651;0.959,29,0.0,fake,9
vendor_11,0.01404351335259964,0.310928409410224,0.29688489605762436,3,smooth5_top50,0.4,5,-0.058;-1.002;0.641;0.142;0.125,29,0.0,fake,10
vendor_10,-0.4560212835665292,0.22941603354206025,0.6854373171085895,2,smooth20_top50,0.6,5,-4.170;-1.242;-0.743;1.682;1.418,29,0.0,fake,11
vendor_07,-1.0170818411042206,-0.4162979242352811,0.6007839168689395,3,smooth20_top50,0.6,5,0.781;-1.693;-1.140;-3.085;-0.619,29,0.0,fake,12
vendor_01,1.5766130519594843,1.9860598938705716,0.40944684191108727,3,smooth5_top25,0.6,5,0.004;2.302;2.078;0.370;3.535,30,0.04,REAL,1
vendor_10,1.4406683771367546,1.4406683771367546,0.0,0,smooth20_top25,1.0,5,3.203;1.927;2.921;0.806;-1.534,30,0.0,fake,2
vendor_00,1.3700642285081794,1.911066641961863,0.5410024134536835,2,smooth1_all,0.8,5,1.117;3.021;0.565;0.242;2.668,30,0.05,REAL,3
vendor_11,0.8813619555873778,1.0045756608147256,0.12321370522734776,2,smooth20_all,0.6,5,1.538;1.365;-0.085;-0.403;1.721,30,0.0,fake,4
vendor_04,0.7293538256760589,0.9813766149918568,0.2520227893157979,2,smooth20_top50,0.8,5,2.988;3.107;-3.971;2.735;-0.224,30,0.01,REAL,5
