mode,n_candidates,n_splits,pbo,median_is_sharpe,median_oos_sharpe,degradation,slope,prob_oos_negative,winner_was_fake
naive,108,12870,0.001787101787101787,2.653143659647531,2.562713328214122,0.09043033143340873,-1.0649963134530975,0.0,0.0
ensemble,12,12870,0.0001554001554001554,2.3606955701030214,2.28139565726861,0.0792999128344114,-1.210985504856999,0.0,0.0
